text_id,detected_item,n_cases
gig_1073,later on,1
gig_1073,so,1
gig_1073,so far,1
gig_1073,then,1
gig_1074a,after,1
gig_1074a,later on,1
gig_1074a,to conclude,1
gig_1074b,however,1
gig_1074b,in conclusion,1
gig_1074b,throughout,1
gig_1075a,in conclusion,1
gig_1075b,however,1
gig_1075b,immediately,1
gig_1075b,throughout,1
gig_1075b,towards the end,1
gig_1076a,also,1
gig_1076b,also,1
gig_1076b,earlier on,1
gig_1077a,another,1
gig_1077b,after,1
gig_1077b,in conclusion,1
gig_1078a,in summary,1
gig_1078a,overall,1
gig_1078b,furthermore,1
gig_1078b,however,1
gig_1078b,moreover,1
gig_1078b,overall,1
gig_1079,initially,1
gig_1079,throughout,1
gig_1079,to conclude,1
gig_107a,without,1
gig_107b,the next day,1
gig_1080a,throughout,1
gig_1080b,earlier,1
gig_1080b,for example,1
gig_1080b,however,1
gig_1080b,later on,1
gig_1081,furthermore,1
gig_1081,in conclusion,1
gig_1081,later,1
gig_1081,towards the end,1
gig_1082a,however,1
gig_1082a,in conclusion,1
gig_1082a,in contrast,1
gig_1082a,on the other hand,1
gig_1082a,throughout,1
gig_1083a,another,1
gig_1083a,overall,1
gig_1083b,furthermore,1
gig_1083b,overall,1
gig_1084a,however,1
gig_1084a,later on,1
gig_1084b,also,1
gig_1084b,at the end of this,1
gig_1084b,later on,1
gig_1085a,after,2
gig_1085a,earlier,1
gig_1085a,in conclusion,1
gig_1085b,in conclusion,1
gig_1086,throughout,1
gig_1086,to conclude,1
gig_1087a,in conclusion,1
gig_1087b,however,1
gig_1087b,in conclusion,1
gig_1087b,throughout,1
gig_1088a,additionally,1
gig_1088a,however,1
gig_1088b,additionally,1
gig_1088b,also,2
gig_1088b,although,1
gig_1088b,however,2
gig_1088b,ultimately,1
gig_1089a,after,1
gig_1089a,in conclusion,1
gig_1089a,later on,1
gig_1089b,again,1
gig_1089b,despite,1
gig_1089b,in conclusion,1
gig_1090,however,1
gig_1090,so,1
gig_1091a,another,1
gig_1091f,next,1
gig_1092a,furthermore,1
gig_1092b,however,1
gig_1092d,however,1
gig_1092e,also,1
gig_1093d,another,1
gig_1093e,although,1
gig_1095b,furthermore,1
gig_1095b,moreover,1
gig_1095c,in addition,1
gig_1095c,later on,1
gig_1095d,furthermore,1
gig_1095d,however,1
gig_1095e,furthermore,1
gig_1095e,however,1
gig_1096b,and,1
gig_1096c,at first,1
gig_1097b,in addition,1
gig_1097b,on the other hand,1
gig_1097b,overall,1
gig_1097d,also,1
gig_1097d,however,1
gig_1097d,in contrast,1
gig_1097e,in reality,1
gig_1097f,and,1
gig_1098d,also,1
gig_1098e,another,1
gig_1098f,until,1
gig_1098f,while,1
gig_1099a,and,1
gig_1099a,on the other hand,1
gig_1099c,lastly,1
gig_109a,after,2
gig_109b,overall,1
gig_1101e,however,1
gig_1102d,as in,1
gig_1102d,throughout,1
gig_1102e,however,1
gig_1102f,although,1
gig_1102f,using,1
gig_1103a,even though,1
gig_1105a,moreover,1
gig_1105a,so,1
gig_1105c,furthermore,1
gig_1105d,however,1
gig_1105f,so,1
gig_1106b,furthermore,1
gig_1106c,also,1
gig_1106e,but,1
gig_1106e,in conclusion,1
gig_1106e,on the other hand,1
gig_1106e,to be fair,1
gig_1108a,after,1
gig_1108a,first of all,1
gig_1108a,so,1
gig_1108f,then,1
gig_1109b,however,1
gig_1109b,on the other hand,1
gig_1109d,on the other hand,1
gig_1109d,whereas,2
gig_1109e,however,1
gig_1109e,if,1
gig_1110,in conclusion,1
gig_1110,throughout,1
gig_1111a,through,1
gig_1111b,so,1
gig_1111b,throughout,1
gig_1112a,and,1
gig_1112b,then,1
gig_1115d,if,1
gig_1116b,later on,2
gig_1118a,also,1
gig_1118a,however,1
gig_1118c,however,1
gig_1118d,as an example,1
gig_1119c,because,1
gig_1119c,however,1
gig_1119g,but,1
gig_1120a,and,1
gig_1121b,in conclusion,1
gig_1121f,on the other hand,1
gig_1123a,in conclusion,1
gig_1124c,in conclusion,1
gig_1124d,once,1
gig_1125c,and,1
gig_1125c,in conclusion,1
gig_1126a,because,1
gig_1126a,in conclusion,1
gig_1127a,in conclusion,1
gig_1128c,in conclusion,1
gig_1128c,on the other hand,1
gig_1129f,in conclusion,1
gig_113,on the other hand,1
gig_113,overall,1
gig_1130a,in conclusion,1
gig_1131c,in conclusion,1
gig_1132c,in conclusion,1
gig_1134d,in conclusion,1
gig_1135g,and,1
gig_1135h,and,1
gig_1135h,in conclusion,1
gig_1135h,on the other hand,1
gig_1136a,but,1
gig_1136a,in conclusion,1
gig_1136a,on the other hand,1
gig_1137c,once,1
gig_1137e,in conclusion,1
gig_1138a,in conclusion,1
gig_1138a,on the other hand,1
gig_1138b,just then,1
gig_1138d,on the other hand,1
gig_1139a,in conclusion,1
gig_114,also,1
gig_114,to conclude,1
gig_115,but,1
gig_116,although,1
gig_116,however,1
gig_117,as well as,1
gig_117,in conclusion,1
gig_11b,and,1
gig_11b,finally,1
gig_120,in conclusion,1
gig_121,furthermore,1
gig_122,also,1
gig_122,if,1
gig_122,to conclude,1
gig_123,as well as,1
gig_126,furthermore,1
gig_126,in addition,1
gig_128,if,1
gig_128,so,1
gig_129,instead of,1
gig_129,overall,1
gig_130,so,1
gig_132,alternatively,1
gig_133,finally,1
gig_133,in addition,1
gig_133,to conclude,1
gig_134,additionally,1
gig_134,also,1
gig_135,finally,1
gig_135,overall,1
gig_137,so,1
gig_139,although,1
gig_139,another,2
gig_13b,finally,1
gig_13b,first,1
gig_13b,next,1
gig_13c,next,1
gig_141,at night,1
gig_142,the next day,1
gig_143,so,1
gig_144,and,1
gig_146,maybe,1
gig_148,but,3
gig_148,so,1
gig_148,yet,1
gig_149,after,1
gig_150,so,1
gig_154,and,1
gig_156,but,1
gig_156,never,1
gig_157,and,1
gig_157,but,2
gig_157,then,1
gig_158,another,1
gig_158,so,1
gig_159,never,1
gig_160,before,1
gig_160,but,1
gig_162,and,1
gig_165,once,1
gig_165,whilst,1
gig_166,however,1
gig_166,then,1
gig_168,and,1
gig_169,and,1
gig_169,because,1
gig_169,finally,1
gig_169,then,1
gig_16c,later,1
gig_170,that is,1
gig_171,but,1
gig_171,in fact,1
gig_172,although,1
gig_175,however,1
gig_176,then,2
gig_177,but,1
gig_178,maybe,1
gig_179,although,1
gig_182,however,1
gig_185,that morning,1
gig_186,still,1
gig_187,however,1
gig_187,then,1
gig_189,before,1
gig_190,at first,1
gig_190,but,1
gig_190,so,1
gig_191,but,1
gig_193,however,1
gig_193,next,1
gig_193,therefore,1
gig_196,finally,1
gig_199,after,1
gig_2,moreover,1
gig_200,to start with,1
gig_202,and,1
gig_203,the next day,1
gig_204,once,1
gig_205,if,1
gig_207,but,1
gig_208,another,1
gig_208,so,1
gig_20c,next,1
gig_211,after,1
gig_214,after,1
gig_214,then,1
gig_217,after,1
gig_219,then,1
gig_21a,then,1
gig_222,later that day,1
gig_223,in the blink of an eye,1
gig_224,if,1
gig_228,after,1
gig_229,but,1
gig_229,if,1
gig_229,then,1
gig_230,after,1
gig_230,at this point,1
gig_231,then,1
gig_239,then,1
gig_244,then,1
gig_246,and,1
gig_246,but,1
gig_246,the next morning,1
gig_248,after,1
gig_252,the next morning,1
gig_254,that night,1
gig_258,but,1
gig_25d,later on,1
gig_25d,next,1
gig_262,while,1
gig_264,the next day,1
gig_271,after,1
gig_272,and,1
gig_272,until,1
gig_273,before,1
gig_274,that night,1
gig_284,the next day,1
gig_288,and,1
gig_290,if,1
gig_294,however,1
gig_294,so,1
gig_3,although,1
gig_3,another,1
gig_3,finally,1
gig_3,furthermore,1
gig_301,but,1
gig_301,so,1
gig_304,after,2
gig_304,after all,1
gig_304,maybe,1
gig_307,or,1
gig_308,if,1
gig_309,then,1
gig_310,in the end,1
gig_312,so,1
gig_313,then,1
gig_315f,and,1
gig_317c,first,1
gig_317c,next,3
gig_317c,then,2
gig_317e,because,1
gig_317j,first,1
gig_317j,next,1
gig_31b,first,1
gig_31b,second,1
gig_321a,later,1
gig_321c,later on,1
gig_321c,then,1
gig_321d,next,1
gig_321d,then,1
gig_322c,after that,2
gig_322c,and,1
gig_322c,first,1
gig_322c,then,1
gig_323a,later,1
gig_323c,first,1
gig_323c,then,2
gig_324a,after,1
gig_324c,after,2
gig_324c,after that,1
gig_324c,finally,1
gig_324c,first,1
gig_324c,meanwhile,1
gig_324c,next,2
gig_324c,then,1
gig_324e,after,1
gig_324e,if,1
gig_324e,in the morning,1
gig_324e,on wednesday,1
gig_325c,if,1
gig_325c,in the morning,1
gig_325c,on wednesday,1
gig_325c,then,3
gig_327a,after,1
gig_327a,finally,1
gig_327a,next,1
gig_328b,overall,1
gig_328c,eventually,1
gig_328d,also,1
gig_329c,since,1
gig_330d,next,1
gig_330e,finally,1
gig_330f,finally,1
gig_330f,next,2
gig_330f,then,1
gig_330f,while,1
gig_330g,and,2
gig_330g,because,2
gig_330g,so,1
gig_330g,still,1
gig_330g,then,1
gig_331b,and,6
gig_331b,but,1
gig_331b,so,1
gig_331b,still,1
gig_331b,till,1
gig_331b,while,1
gig_331c,after that,1
gig_331c,finally,1
gig_331c,maybe,1
gig_331c,next,1
gig_331c,then,1
gig_331d,finally,1
gig_331d,first,1
gig_331d,next,1
gig_331f,and,1
gig_331f,while,1
gig_332d,after,1
gig_332d,so,2
gig_332g,and,8
gig_332g,but,2
gig_332g,so,1
gig_332g,still,1
gig_332g,till,1
gig_333a,after that,1
gig_333a,meanwhile,1
gig_333b,the next morning,1
gig_333e,the next morning,1
gig_333f,once,1
gig_333g,also,1
gig_333g,once,1
gig_334b,the next day,1
gig_334c,in conclusion,1
gig_334c,later,1
gig_334f,eventually,1
gig_334f,soon,1
gig_335a,later,1
gig_335d,the next morning,1
gig_335e,and,1
gig_335e,before,1
gig_335f,if,2
gig_336d,once,1
gig_339a,finally,1
gig_339b,and,1
gig_339b,but,2
gig_339b,through,1
gig_339c,then,1
gig_339e,and,1
gig_339i,first of all,1
gig_33a,so,1
gig_33b,finally,1
gig_33b,next,1
gig_33b,soon,1
gig_37a,but,1
gig_37b,never,1
gig_37c,after a while,1
gig_37c,next,1
gig_37c,without,1
gig_37d,next,1
gig_38b,finally,1
gig_38c,but,1
gig_4,although,1
gig_4,another,1
gig_42b,after that,1
gig_42b,first,1
gig_43b,after that,1
gig_43b,then,1
gig_440i,finally,1
gig_440i,first,1
gig_440i,next,2
gig_440i,then,1
gig_440j,first,1
gig_440j,next,1
gig_441a,but,1
gig_441b,and,1
gig_441b,then,1
gig_441c,after,1
gig_441c,once,1
gig_441e,but,1
gig_441k,first,1
gig_441k,in conclusion,1
gig_441l,first,1
gig_442a,then,1
gig_442c,first of all,1
gig_442d,in conclusion,1
gig_442e,first,1
gig_442e,then,1
gig_442e,while,1
gig_443b,but,2
gig_443f,but,1
gig_443h,first,1
gig_443h,next,1
gig_443h,then,1
gig_444b,second,1
gig_444d,then,1
gig_444g,meanwhile,1
gig_444i,first,1
gig_444i,next,1
gig_444j,if,1
gig_444k,first,1
gig_445a,once,2
gig_445b,while,1
gig_445d,if,1
gig_445g,first,1
gig_445g,while,1
gig_445i,first of all,1
gig_446g,but,1
gig_446g,first,1
gig_446g,then,1
gig_446g,while,1
gig_447a,and,1
gig_447a,but,1
gig_447a,through,1
gig_447b,then,1
gig_447e,and,1
gig_447e,because,1
gig_447e,but,1
gig_447e,through,1
gig_447f,because,1
gig_447g,because of,1
gig_447k,first of all,1
gig_448a,after,1
gig_448b,but,1
gig_448c,but,1
gig_448c,through,1
gig_448d,and,5
gig_448d,then,1
gig_448h,but,1
gig_448h,later that year,1
gig_448h,next,1
gig_448i,without,1
gig_448j,after that,1
gig_448j,finally,1
gig_448j,next,1
gig_448j,then,1
gig_448l,first,1
gig_448l,next,1
gig_449c,after,1
gig_449c,if,1
gig_449c,then,1
gig_449e,first,1
gig_449f,so,1
gig_449g,first,1
gig_450a,but,1
gig_450b,and,1
gig_450b,while,1
gig_450c,and,1
gig_450c,while,1
gig_450i,if,1
gig_450k,first,1
gig_451c,but,1
gig_451c,since,1
gig_451i,first,1
gig_451i,then,1
gig_452a,after,1
gig_452b,but,2
gig_452c,but,2
gig_452c,through,1
gig_452g,next,1
gig_452g,then,1
gig_452i,also,1
gig_453f,if,1
gig_454a,after,1
gig_454b,but,2
gig_454b,through,1
gig_454b,throughout,1
gig_454c,but,2
gig_454c,through,1
gig_454c,throughout,1
gig_454e,additionally,2
gig_454h,first of all,1
gig_454j,first,1
gig_454j,while,1
gig_454k,without,1
gig_455b,and,1
gig_455b,but,2
gig_455c,and,1
gig_455c,then,1
gig_455d,then,1
gig_455g,first,1
gig_455h,first,1
gig_456g,first,1
gig_457d,if,1
gig_457g,first,1
gig_457i,first,1
gig_458a,after,1
gig_458a,just then,1
gig_458a,once,1
gig_458b,but,2
gig_458b,through,2
gig_458b,while,1
gig_458c,but,2
gig_458c,through,1
gig_458c,while,1
gig_458e,in conclusion,1
gig_458j,first,1
gig_458k,first,1
gig_458k,in conclusion,1
gig_458l,after,1
gig_458l,immediately,1
gig_458l,once,1
gig_458l,shortly,1
gig_459a,but,1
gig_459c,at first light,1
gig_459e,and,1
gig_459j,first,1
gig_459j,next,1
gig_460d,then,1
gig_460i,first,1
gig_460j,first,1
gig_461b,however,1
gig_461c,however,1
gig_461c,through,1
gig_461f,first of all,1
gig_461i,first,1
gig_461i,then,1
gig_461i,while,1
gig_462c,and,2
gig_462d,and,1
gig_462e,as a result,1
gig_462f,also,1
gig_462h,first,1
gig_462h,while,1
gig_462i,in conclusion,2
gig_462j,first of all,1
gig_463a,but,2
gig_463b,then,1
gig_463c,finally,1
gig_463f,but,2
gig_463g,then,1
gig_463k,finally,2
gig_463k,first,1
gig_463k,next,2
gig_463k,once,1
gig_463k,result,1
gig_463k,then,3
gig_463l,finally,1
gig_463l,result,1
gig_463l,then,1
gig_463m,after,1
gig_463m,immediately,1
gig_464a,after,1
gig_464a,after a while,1
gig_464a,at first light,1
gig_464a,once,1
gig_464g,finally,1
gig_464g,first,2
gig_464g,next,1
gig_464g,once,1
gig_464g,then,2
gig_465g,first,1
gig_465h,first,1
gig_466a,and,1
gig_466a,then,1
gig_466c,and,1
gig_466d,and,1
gig_466e,although,1
gig_466h,first,1
gig_466h,then,1
gig_466j,finally,1
gig_466j,first,1
gig_466j,next,1
gig_466j,then,1
gig_466k,shortly,1
gig_467a,after,1
gig_467a,while,1
gig_467f,first,1
gig_468d,also,1
gig_468i,first,1
gig_468j,then,1
gig_469,overall,1
gig_470b,but,1
gig_470b,if,1
gig_470c,however,2
gig_471b,however,1
gig_471b,to conclude,1
gig_472a,overall,1
gig_473c,another,1
gig_474c,overall,1
gig_475b,additionally,1
gig_475b,however,1
gig_475b,in addition,1
gig_475b,in conclusion,1
gig_475c,however,3
gig_476a,to conclude,1
gig_476b,although,1
gig_476b,furthermore,1
gig_476b,in conclusion,1
gig_476c,additionally,1
gig_477b,another,2
gig_477b,to conclude,1
gig_477c,another,2
gig_478b,but,1
gig_478b,so,1
gig_478c,in conclusion,1
gig_479b,although,1
gig_479b,even though,1
gig_479b,in conclusion,1
gig_479b,never,1
gig_479b,plus,1
gig_479c,another,1
gig_479d,another,1
gig_480a,another,1
gig_480c,additionally,1
gig_480c,however,1
gig_480c,in conclusion,1
gig_480d,throughout,1
gig_481b,and,1
gig_481c,another,1
gig_482a,however,1
gig_482b,furthermore,1
gig_482b,in addition,1
gig_482b,to conclude,1
gig_483b,in conclusion,1
gig_483b,on the other hand,1
gig_483d,so,1
gig_484b,although,1
gig_484b,in conclusion,1
gig_485a,furthermore,1
gig_485a,in addition,1
gig_485a,to conclude,1
gig_485b,another,1
gig_485c,to conclude,1
gig_485d,another,1
gig_486b,another,1
gig_486c,although,1
gig_486c,in conclusion,1
gig_486d,in conclusion,1
gig_487b,also,1
gig_487b,further,1
gig_487b,in addition,1
gig_487c,however,1
gig_488a,another,1
gig_488b,also,1
gig_488c,however,1
gig_488c,in conclusion,1
gig_488c,nevertheless,1
gig_489,then,1
gig_490,and,1
gig_496,however,1
gig_497,then,1
gig_499,in conclusion,1
gig_49b,first,1
gig_49b,later on,1
gig_49b,next,1
gig_49b,then,1
gig_5,at first,1
gig_5,in conclusion,1
gig_5,later,1
gig_5,moreover,1
gig_502,finally,1
gig_503,first,1
gig_503,next,1
gig_504,then,1
gig_504,therefore,1
gig_505,on the other hand,1
gig_509,but,1
gig_509,however,1
gig_50b,finally,1
gig_50b,first,1
gig_511,but,1
gig_513,if,1
gig_515,but,1
gig_516,also,1
gig_516,lastly,1
gig_516,then,1
gig_51b,after that,1
gig_51b,next,1
gig_51b,soon,1
gig_520b,after that,1
gig_520b,afterwards,1
gig_520b,first of all,1
gig_520b,next,1
gig_520c,after,1
gig_521b,to sum up,1
gig_521d,if,1
gig_522c,but,1
gig_522c,then,1
gig_522f,just as,1
gig_522f,just then,1
gig_523a,after,1
gig_523c,to sum up,1
gig_523e,because of,1
gig_523e,except for,1
gig_523g,and,1
gig_523g,but,1
gig_523g,then,1
gig_524a,soon,1
gig_525b,later that day,1
gig_525f,after a while,1
gig_526,eventually,1
gig_527,the next day,1
gig_528,next week,1
gig_530,then,1
gig_533,before,1
gig_539,before,1
gig_545,once,1
gig_546,and,1
gig_547,however,1
gig_549,but,2
gig_550,but,1
gig_551,but,1
gig_552,after,1
gig_553,eventually,1
gig_553,whenever,1
gig_554,and,1
gig_555,anyway,1
gig_555,but,1
gig_555,yet,1
gig_556,an hour later,1
gig_558,after,1
gig_559,first,1
gig_561,before,1
gig_562,in conclusion,1
gig_565,another,1
gig_56a,frankly,1
gig_56a,so,1
gig_571,another,1
gig_571,consequently,1
gig_571,finally,1
gig_572,finally,1
gig_574,however,1
gig_578,another,1
gig_578,before,1
gig_57a,if,1
gig_57a,then,1
gig_586,eventually,1
gig_587,as well as,1
gig_587,finally,1
gig_587,throughout,1
gig_588,lastly,1
gig_588,throughout,1
gig_589,finally,1
gig_589,in conclusion,1
gig_58b,the next morning,1
gig_58b,then,1
gig_590,another,1
gig_591,another,1
gig_591,finally,1
gig_592,furthermore,1
gig_593,furthermore,1
gig_594,in addition to this,1
gig_594,to conclude,1
gig_596,finally,1
gig_598,in conclusion,1
gig_599,indeed,1
gig_59a,so,1
gig_600,another,1
gig_600,moreover,1
gig_601,another,1
gig_601,furthermore,1
gig_601,in conclusion,1
gig_602,another,1
gig_602,finally,1
gig_602,in conclusion,1
gig_603,furthermore,1
gig_603,overall,1
gig_604,however,1
gig_604,while,1
gig_605,even though,1
gig_605,finally,1
gig_606,furthermore,1
gig_607,therefore,1
gig_608,overall,1
gig_609,in summary,1
gig_60a,after,1
gig_610,lastly,1
gig_610,overall,1
gig_611,furthermore,1
gig_611,moreover,1
gig_612,furthermore,1
gig_612,in addition,1
gig_612,in conclusion,1
gig_613e,but,1
gig_614e,if,2
gig_614g,if,1
gig_616c,so,1
gig_617f,next,1
gig_619f,next,1
gig_61b,after,1
gig_61b,the next morning,1
gig_621h,after,1
gig_621h,next,1
gig_622e,if,4
gig_622g,next,1
gig_623c,then,1
gig_623d,if,1
gig_623e,if,3
gig_625a,then,1
gig_625b,if,2
gig_629b,if,1
gig_629c,so,1
gig_62b,then,1
gig_633c,before,1
gig_634d,if,2
gig_634i,and,1
gig_635d,if,3
gig_636c,if,2
gig_636d,another,1
gig_638i,after,2
gig_638i,after that,1
gig_638i,next,1
gig_638i,then,1
gig_639a,because,1
gig_641c,so,1
gig_642,after,1
gig_646,because,1
gig_646,if,1
gig_64b,the next day,1
gig_650,if,1
gig_651,finally,1
gig_651,once,1
gig_658,first,1
gig_663,since,1
gig_664,also,2
gig_664,finally,1
gig_666,if,2
gig_668,once,1
gig_668,then,2
gig_66a,after,2
gig_66b,after,1
gig_675,for example,1
gig_676,because,5
gig_677,so,2
gig_678a,because,2
gig_678b,for example,1
gig_679,because,2
gig_679,so,1
gig_67c,even though,1
gig_680,because,1
gig_681,because,2
gig_683,because,1
gig_683,so,1
gig_685,because,4
gig_686a,because,4
gig_686a,if,1
gig_687a,because,5
gig_691a,because,3
gig_691a,so that,2
gig_692a,because,5
gig_693,because,4
gig_693,maybe,1
gig_694a,because,2
gig_694a,so,1
gig_696a,because,3
gig_696a,if,1
gig_696a,so,1
gig_69b,after,1
gig_6b,after that,1
gig_6b,first,1
gig_6b,next,1
gig_70b,so,1
gig_710a,however,1
gig_710b,however,1
gig_710d,however,1
gig_710d,so,1
gig_711c,once,1
gig_712a,another,2
gig_712a,consequently,1
gig_712a,in conclusion,1
gig_712b,another,1
gig_712b,however,1
gig_712c,another,1
gig_712c,but,1
gig_713a,another,1
gig_713b,another,1
gig_713b,finally,1
gig_713b,therefore,1
gig_713c,another,1
gig_713c,in conclusion,1
gig_714a,another,1
gig_714b,another,1
gig_715a,another,1
gig_715a,before,1
gig_715b,another,1
gig_715b,in conclusion,1
gig_715c,another,1
gig_715c,however,1
gig_716a,another,1
gig_716b,another,1
gig_716e,another,1
gig_718a,another,1
gig_718b,another,1
gig_719a,after,1
gig_719b,if,1
gig_720a,another,1
gig_720b,also,1
gig_722c,another,1
gig_722d,another,1
gig_722e,another,1
gig_723a,another,1
gig_723b,another,1
gig_723b,because,1
gig_725a,because,1
gig_725b,another,1
gig_725c,another,1
gig_727a,and,1
gig_727a,however,1
gig_727a,meaning,1
gig_727b,if,1
gig_728a,another,1
